round_id,query_index,query,timestamp,template,components,articles_found,total_available,high_relevance,precision,new_terms_mined,status
16,4,"(""field experiment"" OR ""evaluation"" OR ""controlled trial"") AND (""treated"" OR ""help"" OR ""tuesday"") AND NOT (""letters"" OR ""podcast"")",2026-02-11 11:19:18,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['field experiment', 'evaluation', 'controlled trial'], 'DECISION': ['approve', 'adopt', 'terminate'], 'CONTEXT': ['treated', 'help', 'tuesday'], 'NOISE': ['letters', 'podcast']}",50,4519,PENDING,0.0,[],FETCHED
16,4,"(""field experiment"" OR ""evaluation"" OR ""controlled trial"") AND (""treated"" OR ""help"" OR ""tuesday"") AND NOT (""letters"" OR ""podcast"")",2026-02-11 11:19:18,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['field experiment', 'evaluation', 'controlled trial'], 'DECISION': ['approve', 'adopt', 'terminate'], 'CONTEXT': ['treated', 'help', 'tuesday'], 'NOISE': ['letters', 'podcast']}",50,4519,3,0.06,"['health care', 'recommended', 'right', 'access', 'provide']",COMPLETED
17,1,"(""terminate"" OR ""expand"" OR ""roll out"") AND (""hospitals"" OR ""year"" OR ""chance"") AND NOT (""A/B test"" OR ""randomised controlled trial"" OR ""randomized controlled trial"")",2026-02-11 11:20:17,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['A/B test', 'randomised controlled trial', 'randomized controlled trial'], 'DECISION': ['terminate', 'expand', 'roll out'], 'CONTEXT': ['hospitals', 'year', 'chance'], 'NOISE': ['review', 'letters']}",50,42277,PENDING,0.0,[],FETCHED
17,1,"(""terminate"" OR ""expand"" OR ""roll out"") AND (""hospitals"" OR ""year"" OR ""chance"") AND NOT (""A/B test"" OR ""randomised controlled trial"" OR ""randomized controlled trial"")",2026-02-11 11:20:17,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['A/B test', 'randomised controlled trial', 'randomized controlled trial'], 'DECISION': ['terminate', 'expand', 'roll out'], 'CONTEXT': ['hospitals', 'year', 'chance'], 'NOISE': ['review', 'letters']}",50,42277,0,0.0,[],COMPLETED
17,2,"(""randomised controlled trial"" OR ""impact evaluation"" OR ""field experiment"") AND (""hours"" OR ""researchers"" OR ""severe"") AND NOT (""letters"" OR ""podcast"")",2026-02-11 11:20:56,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['randomised controlled trial', 'impact evaluation', 'field experiment'], 'DECISION': ['funding', 'decision to', 'roll out'], 'CONTEXT': ['hours', 'researchers', 'severe'], 'NOISE': ['letters', 'podcast']}",50,138,PENDING,0.0,[],FETCHED
17,2,"(""randomised controlled trial"" OR ""impact evaluation"" OR ""field experiment"") AND (""hours"" OR ""researchers"" OR ""severe"") AND NOT (""letters"" OR ""podcast"")",2026-02-11 11:20:56,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['randomised controlled trial', 'impact evaluation', 'field experiment'], 'DECISION': ['funding', 'decision to', 'roll out'], 'CONTEXT': ['hours', 'researchers', 'severe'], 'NOISE': ['letters', 'podcast']}",50,138,10,0.2,"['investigator', 'medical', 'prof', 'just']",COMPLETED
17,3,"(""controlled trial"" OR ""field experiment"" OR ""A/B test"") AND (""expand"" OR ""will decide"" OR ""funding"") AND (""emergency contraception"" OR ""lilly"" OR ""pregnancies"")",2026-02-11 11:21:45,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['controlled trial', 'field experiment', 'A/B test'], 'DECISION': ['expand', 'will decide', 'funding'], 'CONTEXT': ['emergency contraception', 'lilly', 'pregnancies'], 'NOISE': ['podcast', 'letters']}",5,5,PENDING,0.0,[],FETCHED
17,3,"(""controlled trial"" OR ""field experiment"" OR ""A/B test"") AND (""expand"" OR ""will decide"" OR ""funding"") AND (""emergency contraception"" OR ""lilly"" OR ""pregnancies"")",2026-02-11 11:21:45,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['controlled trial', 'field experiment', 'A/B test'], 'DECISION': ['expand', 'will decide', 'funding'], 'CONTEXT': ['emergency contraception', 'lilly', 'pregnancies'], 'NOISE': ['podcast', 'letters']}",5,5,0,0.0,[],COMPLETED
17,4,"(""A/B test"" OR ""field experiment"" OR ""impact evaluation"") AND (""university"" OR ""added"" OR ""access"") AND NOT (""live blog"" OR ""letters"")",2026-02-11 11:21:53,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['A/B test', 'field experiment', 'impact evaluation'], 'DECISION': ['roll out', 'implement', 'terminate'], 'CONTEXT': ['university', 'added', 'access'], 'NOISE': ['live blog', 'letters']}",50,65,PENDING,0.0,[],FETCHED
17,4,"(""A/B test"" OR ""field experiment"" OR ""impact evaluation"") AND (""university"" OR ""added"" OR ""access"") AND NOT (""live blog"" OR ""letters"")",2026-02-11 11:21:53,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['A/B test', 'field experiment', 'impact evaluation'], 'DECISION': ['roll out', 'implement', 'terminate'], 'CONTEXT': ['university', 'added', 'access'], 'NOISE': ['live blog', 'letters']}",50,65,0,0.0,[],COMPLETED
18,1,"(""controlled trial"" OR ""evaluation"" OR ""randomised controlled trial"") AND (""roll out"" OR ""will decide"" OR ""implement"") AND (""cognitive"" OR ""remarkable"" OR ""healthcare"")",2026-02-11 11:22:29,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['controlled trial', 'evaluation', 'randomised controlled trial'], 'DECISION': ['roll out', 'will decide', 'implement'], 'CONTEXT': ['cognitive', 'remarkable', 'healthcare'], 'NOISE': ['podcast', 'live blog']}",50,269,PENDING,0.0,[],FETCHED
18,1,"(""controlled trial"" OR ""evaluation"" OR ""randomised controlled trial"") AND (""roll out"" OR ""will decide"" OR ""implement"") AND (""cognitive"" OR ""remarkable"" OR ""healthcare"")",2026-02-11 11:22:29,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['controlled trial', 'evaluation', 'randomised controlled trial'], 'DECISION': ['roll out', 'will decide', 'implement'], 'CONTEXT': ['cognitive', 'remarkable', 'healthcare'], 'NOISE': ['podcast', 'live blog']}",50,269,0,0.0,[],COMPLETED
18,2,"(""funding"" OR ""implement"" OR ""approve"") AND (""demonstrated"" OR ""mental"" OR ""participants"") AND NOT (""field experiment"" OR ""controlled trial"" OR ""randomised controlled trial"")",2026-02-11 11:23:32,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['field experiment', 'controlled trial', 'randomised controlled trial'], 'DECISION': ['funding', 'implement', 'approve'], 'CONTEXT': ['demonstrated', 'mental', 'participants'], 'NOISE': ['sport', 'podcast']}",50,20320,PENDING,0.0,[],FETCHED
18,2,"(""funding"" OR ""implement"" OR ""approve"") AND (""demonstrated"" OR ""mental"" OR ""participants"") AND NOT (""field experiment"" OR ""controlled trial"" OR ""randomised controlled trial"")",2026-02-11 11:23:32,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['field experiment', 'controlled trial', 'randomised controlled trial'], 'DECISION': ['funding', 'implement', 'approve'], 'CONTEXT': ['demonstrated', 'mental', 'participants'], 'NOISE': ['sport', 'podcast']}",50,20320,0,0.0,[],COMPLETED
18,3,"(""field experiment"" OR ""controlled trial"" OR ""evaluation"") AND (""ultimately"" OR ""cancer cells"" OR ""recommended"") AND NOT (""review"" OR ""letters"")",2026-02-11 11:24:24,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['field experiment', 'controlled trial', 'evaluation'], 'DECISION': ['will decide', 'approve', 'expand'], 'CONTEXT': ['ultimately', 'cancer cells', 'recommended'], 'NOISE': ['review', 'letters']}",50,878,PENDING,0.0,[],FETCHED
18,3,"(""field experiment"" OR ""controlled trial"" OR ""evaluation"") AND (""ultimately"" OR ""cancer cells"" OR ""recommended"") AND NOT (""review"" OR ""letters"")",2026-02-11 11:24:24,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['field experiment', 'controlled trial', 'evaluation'], 'DECISION': ['will decide', 'approve', 'expand'], 'CONTEXT': ['ultimately', 'cancer cells', 'recommended'], 'NOISE': ['review', 'letters']}",50,878,3,0.06,"['welcomed', 'nice said', 'value', 'available nhs', 'benefit']",COMPLETED
18,4,"(""A/B test"" OR ""impact evaluation"" OR ""RCT"") AND (""organ donation"" OR ""targeted"" OR ""remarkable"") AND NOT (""review"" OR ""letters"")",2026-02-11 11:25:25,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['A/B test', 'impact evaluation', 'RCT'], 'DECISION': ['roll out', 'implement', 'funding'], 'CONTEXT': ['organ donation', 'targeted', 'remarkable'], 'NOISE': ['review', 'letters']}",18,18,PENDING,0.0,[],FETCHED
18,4,"(""A/B test"" OR ""impact evaluation"" OR ""RCT"") AND (""organ donation"" OR ""targeted"" OR ""remarkable"") AND NOT (""review"" OR ""letters"")",2026-02-11 11:25:25,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['A/B test', 'impact evaluation', 'RCT'], 'DECISION': ['roll out', 'implement', 'funding'], 'CONTEXT': ['organ donation', 'targeted', 'remarkable'], 'NOISE': ['review', 'letters']}",18,18,0,0.0,[],COMPLETED
19,1,"(""pilot study"" OR ""RCT"" OR ""A/B test"") AND (""chief"" OR ""spread"" OR ""controlled trial"") AND NOT (""podcast"" OR ""letters"")",2026-02-11 11:25:38,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['pilot study', 'RCT', 'A/B test'], 'DECISION': ['funding', 'expand', 'approve'], 'CONTEXT': ['chief', 'spread', 'controlled trial'], 'NOISE': ['podcast', 'letters']}",50,165,PENDING,0.0,[],FETCHED
19,1,"(""pilot study"" OR ""RCT"" OR ""A/B test"") AND (""chief"" OR ""spread"" OR ""controlled trial"") AND NOT (""podcast"" OR ""letters"")",2026-02-11 11:25:38,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['pilot study', 'RCT', 'A/B test'], 'DECISION': ['funding', 'expand', 'approve'], 'CONTEXT': ['chief', 'spread', 'controlled trial'], 'NOISE': ['podcast', 'letters']}",50,165,1,0.02,"['hope new', 'edinburgh', 'experiments', 'affects', 'based']",COMPLETED
19,2,"(""controlled trial"" OR ""field experiment"" OR ""impact evaluation"") AND (""maggie"" OR ""times week"" OR ""standard treatment"") AND NOT (""live blog"" OR ""opinion"")",2026-02-11 11:26:23,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['controlled trial', 'field experiment', 'impact evaluation'], 'DECISION': ['terminate', 'approve', 'roll out'], 'CONTEXT': ['maggie', 'times week', 'standard treatment'], 'NOISE': ['live blog', 'opinion']}",7,7,PENDING,0.0,[],FETCHED
19,2,"(""controlled trial"" OR ""field experiment"" OR ""impact evaluation"") AND (""maggie"" OR ""times week"" OR ""standard treatment"") AND NOT (""live blog"" OR ""opinion"")",2026-02-11 11:26:23,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['controlled trial', 'field experiment', 'impact evaluation'], 'DECISION': ['terminate', 'approve', 'roll out'], 'CONTEXT': ['maggie', 'times week', 'standard treatment'], 'NOISE': ['live blog', 'opinion']}",7,7,3,0.4286,"['treatment cervical', 'chosen', 'scientists', 'recipients', 'simvastatin']",COMPLETED
19,3,"(""roll out"" OR ""decision to"" OR ""adopt"") AND (""waiting"" OR ""widely available"" OR ""said findings"") AND NOT (""pilot study"" OR ""randomised controlled trial"" OR ""field experiment"")",2026-02-11 11:26:35,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['pilot study', 'randomised controlled trial', 'field experiment'], 'DECISION': ['roll out', 'decision to', 'adopt'], 'CONTEXT': ['waiting', 'widely available', 'said findings'], 'NOISE': ['letters', 'podcast']}",50,15561,PENDING,0.0,[],FETCHED
19,3,"(""roll out"" OR ""decision to"" OR ""adopt"") AND (""waiting"" OR ""widely available"" OR ""said findings"") AND NOT (""pilot study"" OR ""randomised controlled trial"" OR ""field experiment"")",2026-02-11 11:26:35,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['pilot study', 'randomised controlled trial', 'field experiment'], 'DECISION': ['roll out', 'decision to', 'adopt'], 'CONTEXT': ['waiting', 'widely available', 'said findings'], 'NOISE': ['letters', 'podcast']}",50,15561,0,0.0,[],COMPLETED
19,4,"(""controlled trial"" OR ""A/B test"" OR ""field experiment"") AND (""professor"" OR ""potential"" OR ""drinks"") AND NOT (""letters"" OR ""live blog"")",2026-02-11 11:27:07,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['controlled trial', 'A/B test', 'field experiment'], 'DECISION': ['expand', 'decision to', 'implement'], 'CONTEXT': ['professor', 'potential', 'drinks'], 'NOISE': ['letters', 'live blog']}",50,162,PENDING,0.0,[],FETCHED
19,4,"(""controlled trial"" OR ""A/B test"" OR ""field experiment"") AND (""professor"" OR ""potential"" OR ""drinks"") AND NOT (""letters"" OR ""live blog"")",2026-02-11 11:27:07,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['controlled trial', 'A/B test', 'field experiment'], 'DECISION': ['expand', 'decision to', 'implement'], 'CONTEXT': ['professor', 'potential', 'drinks'], 'NOISE': ['letters', 'live blog']}",50,162,5,0.1,"['worldwide', 'number']",COMPLETED
20,1,"(""controlled trial"" OR ""impact evaluation"" OR ""A/B test"") AND (""work"" OR ""latest trial"" OR ""eli lilly"") AND NOT (""review"" OR ""letters"")",2026-02-11 11:27:57,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['controlled trial', 'impact evaluation', 'A/B test'], 'DECISION': ['decision to', 'adopt', 'terminate'], 'CONTEXT': ['work', 'latest trial', 'eli lilly'], 'NOISE': ['review', 'letters']}",50,167,PENDING,0.0,[],FETCHED
20,1,"(""controlled trial"" OR ""impact evaluation"" OR ""A/B test"") AND (""work"" OR ""latest trial"" OR ""eli lilly"") AND NOT (""review"" OR ""letters"")",2026-02-11 11:27:57,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['controlled trial', 'impact evaluation', 'A/B test'], 'DECISION': ['decision to', 'adopt', 'terminate'], 'CONTEXT': ['work', 'latest trial', 'eli lilly'], 'NOISE': ['review', 'letters']}",50,167,6,0.12,"['hancock', 'biggest', 'normal']",COMPLETED
20,2,"(""A/B test"" OR ""controlled trial"" OR ""evaluation"") AND (""children"" OR ""anxiety"" OR ""result"") AND NOT (""opinion"" OR ""podcast"")",2026-02-11 11:28:52,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['A/B test', 'controlled trial', 'evaluation'], 'DECISION': ['terminate', 'approve', 'adopt'], 'CONTEXT': ['children', 'anxiety', 'result'], 'NOISE': ['opinion', 'podcast']}",50,4089,PENDING,0.0,[],FETCHED
20,2,"(""A/B test"" OR ""controlled trial"" OR ""evaluation"") AND (""children"" OR ""anxiety"" OR ""result"") AND NOT (""opinion"" OR ""podcast"")",2026-02-11 11:28:52,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['A/B test', 'controlled trial', 'evaluation'], 'DECISION': ['terminate', 'approve', 'adopt'], 'CONTEXT': ['children', 'anxiety', 'result'], 'NOISE': ['opinion', 'podcast']}",50,4089,1,0.02,"['programmes', 'post traumatic', 'post', 'young people', 'home']",COMPLETED
20,3,"(""impact evaluation"" OR ""evaluation"" OR ""randomised controlled trial"") AND (""apps"" OR ""investigator"" OR ""just"") AND NOT (""opinion"" OR ""live blog"")",2026-02-11 11:29:36,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['impact evaluation', 'evaluation', 'randomised controlled trial'], 'DECISION': ['decision to', 'expand', 'approve'], 'CONTEXT': ['apps', 'investigator', 'just'], 'NOISE': ['opinion', 'live blog']}",50,4968,PENDING,0.0,[],FETCHED
20,3,"(""impact evaluation"" OR ""evaluation"" OR ""randomised controlled trial"") AND (""apps"" OR ""investigator"" OR ""just"") AND NOT (""opinion"" OR ""live blog"")",2026-02-11 11:29:36,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['impact evaluation', 'evaluation', 'randomised controlled trial'], 'DECISION': ['decision to', 'expand', 'approve'], 'CONTEXT': ['apps', 'investigator', 'just'], 'NOISE': ['opinion', 'live blog']}",50,4968,1,0.02,"['help times', 'face treatment', 'content', 'appointments', 'aged']",COMPLETED
20,4,"(""randomised controlled trial"" OR ""impact evaluation"" OR ""pilot study"") AND (""investigator"" OR ""breakthrough"" OR ""risk"") AND NOT (""opinion"" OR ""live blog"")",2026-02-11 11:30:14,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['randomised controlled trial', 'impact evaluation', 'pilot study'], 'DECISION': ['expand', 'terminate', 'roll out'], 'CONTEXT': ['investigator', 'breakthrough', 'risk'], 'NOISE': ['opinion', 'live blog']}",50,245,PENDING,0.0,[],FETCHED
20,4,"(""randomised controlled trial"" OR ""impact evaluation"" OR ""pilot study"") AND (""investigator"" OR ""breakthrough"" OR ""risk"") AND NOT (""opinion"" OR ""live blog"")",2026-02-11 11:30:14,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['randomised controlled trial', 'impact evaluation', 'pilot study'], 'DECISION': ['expand', 'terminate', 'roll out'], 'CONTEXT': ['investigator', 'breakthrough', 'risk'], 'NOISE': ['opinion', 'live blog']}",50,245,4,0.08,"['short', 'body', 'preventing', 'university college', 'college london']",COMPLETED
21,1,"(""impact evaluation"" OR ""randomised controlled trial"" OR ""field experiment"") AND (""standard treatment"" OR ""college london"" OR ""know"") AND NOT (""sport"" OR ""letters"")",2026-02-11 11:31:08,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['impact evaluation', 'randomised controlled trial', 'field experiment'], 'DECISION': ['expand', 'roll out', 'decision to'], 'CONTEXT': ['standard treatment', 'college london', 'know'], 'NOISE': ['sport', 'letters']}",50,137,PENDING,0.0,[],FETCHED
21,1,"(""impact evaluation"" OR ""randomised controlled trial"" OR ""field experiment"") AND (""standard treatment"" OR ""college london"" OR ""know"") AND NOT (""sport"" OR ""letters"")",2026-02-11 11:31:08,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['impact evaluation', 'randomised controlled trial', 'field experiment'], 'DECISION': ['expand', 'roll out', 'decision to'], 'CONTEXT': ['standard treatment', 'college london', 'know'], 'NOISE': ['sport', 'letters']}",50,137,5,0.1,"['use drug', 'landray', 'question', 'outcome', 'deaths']",COMPLETED
21,2,"(""controlled trial"" OR ""field experiment"" OR ""RCT"") AND (""device"" OR ""cervical cancer"" OR ""biggest"") AND NOT (""letters"" OR ""opinion"")",2026-02-11 11:31:51,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['controlled trial', 'field experiment', 'RCT'], 'DECISION': ['implement', 'expand', 'decision to'], 'CONTEXT': ['device', 'cervical cancer', 'biggest'], 'NOISE': ['letters', 'opinion']}",50,71,PENDING,0.0,[],FETCHED
21,2,"(""controlled trial"" OR ""field experiment"" OR ""RCT"") AND (""device"" OR ""cervical cancer"" OR ""biggest"") AND NOT (""letters"" OR ""opinion"")",2026-02-11 11:31:51,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['controlled trial', 'field experiment', 'RCT'], 'DECISION': ['implement', 'expand', 'decision to'], 'CONTEXT': ['device', 'cervical cancer', 'biggest'], 'NOISE': ['letters', 'opinion']}",50,71,5,0.1,"['sickest', 'rates', 'global', 'high', 'possible']",COMPLETED
21,3,"(""pilot study"" OR ""impact evaluation"" OR ""randomized controlled trial"") AND (""number"" OR ""organ donation"" OR ""surgery"") AND NOT (""sport"" OR ""podcast"")",2026-02-11 11:32:39,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['pilot study', 'impact evaluation', 'randomized controlled trial'], 'DECISION': ['terminate', 'funding', 'roll out'], 'CONTEXT': ['number', 'organ donation', 'surgery'], 'NOISE': ['sport', 'podcast']}",50,205,PENDING,0.0,[],FETCHED
21,3,"(""pilot study"" OR ""impact evaluation"" OR ""randomized controlled trial"") AND (""number"" OR ""organ donation"" OR ""surgery"") AND NOT (""sport"" OR ""podcast"")",2026-02-11 11:32:39,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['pilot study', 'impact evaluation', 'randomized controlled trial'], 'DECISION': ['terminate', 'funding', 'roll out'], 'CONTEXT': ['number', 'organ donation', 'surgery'], 'NOISE': ['sport', 'podcast']}",50,205,0,0.0,[],COMPLETED
21,4,"(""field experiment"" OR ""randomized controlled trial"" OR ""controlled trial"") AND (""fewer effects"" OR ""world"" OR ""university college"") AND NOT (""letters"" OR ""opinion"")",2026-02-11 11:33:28,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['field experiment', 'randomized controlled trial', 'controlled trial'], 'DECISION': ['decision to', 'roll out', 'terminate'], 'CONTEXT': ['fewer effects', 'world', 'university college'], 'NOISE': ['letters', 'opinion']}",50,154,PENDING,0.0,[],FETCHED
21,4,"(""field experiment"" OR ""randomized controlled trial"" OR ""controlled trial"") AND (""fewer effects"" OR ""world"" OR ""university college"") AND NOT (""letters"" OR ""opinion"")",2026-02-11 11:33:28,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['field experiment', 'randomized controlled trial', 'controlled trial'], 'DECISION': ['decision to', 'roll out', 'terminate'], 'CONTEXT': ['fewer effects', 'world', 'university college'], 'NOISE': ['letters', 'opinion']}",50,154,4,0.08,"['kong', 'donated', 'improve', 'family', 'lead investigator']",COMPLETED
22,1,"(""controlled trial"" OR ""field experiment"" OR ""randomised controlled trial"") AND (""sensitive prostate"" OR ""lead investigator"" OR ""college"") AND NOT (""live blog"" OR ""review"")",2026-02-11 11:34:20,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['controlled trial', 'field experiment', 'randomised controlled trial'], 'DECISION': ['implement', 'decision to', 'terminate'], 'CONTEXT': ['sensitive prostate', 'lead investigator', 'college'], 'NOISE': ['live blog', 'review']}",50,61,PENDING,0.0,[],FETCHED
22,1,"(""controlled trial"" OR ""field experiment"" OR ""randomised controlled trial"") AND (""sensitive prostate"" OR ""lead investigator"" OR ""college"") AND NOT (""live blog"" OR ""review"")",2026-02-11 11:34:20,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['controlled trial', 'field experiment', 'randomised controlled trial'], 'DECISION': ['implement', 'decision to', 'terminate'], 'CONTEXT': ['sensitive prostate', 'lead investigator', 'college'], 'NOISE': ['live blog', 'review']}",50,61,5,0.1,"['benefits', 'nihr', 'increase', 'inflammation', 'like']",COMPLETED
22,2,"(""randomised controlled trial"" OR ""controlled trial"" OR ""impact evaluation"") AND (""outcome"" OR ""sensitive prostate"" OR ""advanced"") AND NOT (""live blog"" OR ""opinion"")",2026-02-11 11:35:19,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['randomised controlled trial', 'controlled trial', 'impact evaluation'], 'DECISION': ['roll out', 'expand', 'funding'], 'CONTEXT': ['outcome', 'sensitive prostate', 'advanced'], 'NOISE': ['live blog', 'opinion']}",45,45,PENDING,0.0,[],FETCHED
22,2,"(""randomised controlled trial"" OR ""controlled trial"" OR ""impact evaluation"") AND (""outcome"" OR ""sensitive prostate"" OR ""advanced"") AND NOT (""live blog"" OR ""opinion"")",2026-02-11 11:35:19,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['randomised controlled trial', 'controlled trial', 'impact evaluation'], 'DECISION': ['roll out', 'expand', 'funding'], 'CONTEXT': ['outcome', 'sensitive prostate', 'advanced'], 'NOISE': ['live blog', 'opinion']}",45,45,2,0.0444,"['thanks', 'data safety', 'committee', 'clear', 'doses']",COMPLETED
22,3,"(""randomised controlled trial"" OR ""evaluation"" OR ""field experiment"") AND (""nice said"" OR ""available nhs"" OR ""metastatic hormone"") AND NOT (""letters"" OR ""live blog"")",2026-02-11 11:36:11,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['randomised controlled trial', 'evaluation', 'field experiment'], 'DECISION': ['expand', 'terminate', 'adopt'], 'CONTEXT': ['nice said', 'available nhs', 'metastatic hormone'], 'NOISE': ['letters', 'live blog']}",33,33,PENDING,0.0,[],FETCHED
22,3,"(""randomised controlled trial"" OR ""evaluation"" OR ""field experiment"") AND (""nice said"" OR ""available nhs"" OR ""metastatic hormone"") AND NOT (""letters"" OR ""live blog"")",2026-02-11 11:36:11,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['randomised controlled trial', 'evaluation', 'field experiment'], 'DECISION': ['expand', 'terminate', 'adopt'], 'CONTEXT': ['nice said', 'available nhs', 'metastatic hormone'], 'NOISE': ['letters', 'live blog']}",33,33,4,0.1212,"['linzagolix', 'manage', 'approved', 'nhs england', 'coming']",COMPLETED
22,4,"(""randomised controlled trial"" OR ""field experiment"" OR ""controlled trial"") AND (""latest"" OR ""post traumatic"" OR ""transplants"") AND NOT (""review"" OR ""letters"")",2026-02-11 11:37:10,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['randomised controlled trial', 'field experiment', 'controlled trial'], 'DECISION': ['approve', 'adopt', 'roll out'], 'CONTEXT': ['latest', 'post traumatic', 'transplants'], 'NOISE': ['review', 'letters']}",50,57,PENDING,0.0,[],FETCHED
22,4,"(""randomised controlled trial"" OR ""field experiment"" OR ""controlled trial"") AND (""latest"" OR ""post traumatic"" OR ""transplants"") AND NOT (""review"" OR ""letters"")",2026-02-11 11:37:10,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['randomised controlled trial', 'field experiment', 'controlled trial'], 'DECISION': ['approve', 'adopt', 'roll out'], 'CONTEXT': ['latest', 'post traumatic', 'transplants'], 'NOISE': ['review', 'letters']}",50,57,5,0.1,[],COMPLETED
23,1,"(""decision to"" OR ""funding"" OR ""expand"") AND (""based"" OR ""post"" OR ""affects"") AND NOT (""impact evaluation"" OR ""field experiment"" OR ""A/B test"")",2026-02-11 11:37:58,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['impact evaluation', 'field experiment', 'A/B test'], 'DECISION': ['decision to', 'funding', 'expand'], 'CONTEXT': ['based', 'post', 'affects'], 'NOISE': ['live blog', 'podcast']}",50,108309,PENDING,0.0,[],FETCHED
23,1,"(""decision to"" OR ""funding"" OR ""expand"") AND (""based"" OR ""post"" OR ""affects"") AND NOT (""impact evaluation"" OR ""field experiment"" OR ""A/B test"")",2026-02-11 11:37:58,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['impact evaluation', 'field experiment', 'A/B test'], 'DECISION': ['decision to', 'funding', 'expand'], 'CONTEXT': ['based', 'post', 'affects'], 'NOISE': ['live blog', 'podcast']}",50,108309,0,0.0,[],COMPLETED
23,2,"(""controlled trial"" OR ""field experiment"" OR ""A/B test"") AND (""implement"" OR ""approve"" OR ""expand"") AND (""worldwide"" OR ""adults"" OR ""prostate cancer"")",2026-02-11 11:38:42,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['controlled trial', 'field experiment', 'A/B test'], 'DECISION': ['implement', 'approve', 'expand'], 'CONTEXT': ['worldwide', 'adults', 'prostate cancer'], 'NOISE': ['review', 'opinion']}",18,18,PENDING,0.0,[],FETCHED
